"2014 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of June 1, 2014.  Includes 2014 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2014, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2014 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 ""brand"" products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 ""brand"" products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Florida,Pasco,FLORIDA HEALTHCARE PLUS,Sunrise (HMO),Local HMO, $-   , $-   ,Enhanced,All Generics,EA,H4199,017,0," $3,400 ",Not enough data available ,
Florida,Pasco,FLORIDA HEALTHCARE PLUS,Day Break (HMO),Local HMO, $-   , $-   ,Enhanced,All Generics,EA,H4199,018,0," $3,400 ",Not enough data available ,
Florida,Pasco,FLORIDA HEALTHCARE PLUS,Day Light (HMO),Local HMO *, $-   ,,,,,H4199,019,0," $3,400 ",Not enough data available ,
Florida,Pasco,Aetna Medicare,Aetna Medicare Value Plan (HMO),Local HMO, $37.00 , $310.00 ,Basic,No Gap Coverage,BA,H5414,009,0," $4,900 ",4 stars,
Florida,Pasco,"Freedom Health, Inc.",Freedom Savings Plan (HMO),Local HMO *, $-   ,,,,,H5427,052,0," $3,400 ",4 stars,
Florida,Pasco,"Freedom Health, Inc.",Freedom Savings Plan Rx (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5427,054,0," $3,400 ",4 stars,
Florida,Pasco,"Freedom Health, Inc.",Freedom Medicare Plan Rx (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5427,060,0," $3,400 ",4 stars,
Florida,Pasco,Florida Blue,BlueMedicare PPO (PPO),Local PPO, $127.00 , $-   ,Enhanced,Many Generics,EA,H5434,002,0," $3,200 ",4 stars,
Florida,Pasco,"Simply Healthcare Plans, Inc.",Simply More (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5471,005,0," $3,400 ",3 stars,
Florida,Pasco,"Simply Healthcare Plans, Inc.",Simply Extra (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5471,024,0," $3,400 ",3 stars,
Florida,Pasco,Aetna Medicare,Aetna Medicare Premier Plan (PPO),Local PPO, $35.00 , $310.00 ,Basic,No Gap Coverage,BA,H5521,033,0," $6,700 ",4.5 stars,
Florida,Pasco,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5532,001,0," $5,900 ",3 stars,
Florida,Pasco,"Optimum HealthCare, Inc.",Optimum Gold Rewards Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5594,001,0," $3,400 ",3.5 stars,
Florida,Pasco,"Optimum HealthCare, Inc.",Optimum Platinum Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5594,002,0," $3,400 ",3.5 stars,
Florida,Pasco,Physicians United Plan,PUP SIMPLE (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5696,039,0," $4,200 ",3.5 stars,
Florida,Pasco,Physicians United Plan,PUP PLUS (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5696,040,0," $6,700 ",3.5 stars,
Florida,Pasco,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS, $103.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0, N/A ,4 stars,
Florida,Pasco,Amerigroup,Amerivantage Classic+ Rx Plan (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H8991,028,0," $6,700 ",3.5 stars,
Florida,Pasco,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO, $-   , $30.00 ,Basic,No Gap Coverage,BA,R3332,001,0," $6,700 ",3.5 stars,
Florida,Pasco,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,R5287,001,0," $6,700 ",3 stars,
Florida,Pasco,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *, $-   ,,,,,R5287,002,0," $6,700 ",3 stars,
Florida,Pasco,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO, $92.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0," $5,700 ",3.5 stars,
Florida,Pasco,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,018,0," $4,000 ",3.5 stars,
Florida,Pasco,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO, $-   , $150.00 ,Enhanced,"Few Generics, Few Brands",EA,R5826,074,0," $5,900 ",3.5 stars,
Florida,Pinellas,"CarePlus Health Plans, Inc.",CareOne (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1019,014,0," $5,700 ",4.5 stars,
Florida,Pinellas,"CarePlus Health Plans, Inc.",CareOne PLUS (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1019,054,0," $3,400 ",4.5 stars,
Florida,Pinellas,"CarePlus Health Plans, Inc.",CareFree (HMO),Local HMO, $-   , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1019,060,0," $5,000 ",4.5 stars,
Florida,Pinellas,Florida Blue HMO,BlueMedicare HMO LifeTime (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H1026,038,0," $3,900 ",3.5 stars,
Florida,Pinellas,Florida Blue HMO,BlueMedicare HMO PrimeTime (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1026,051,0," $3,200 ",3.5 stars,
Florida,Pinellas,WellCare,WellCare Dividend (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,032,0," $6,700 ",3.5 stars,
Florida,Pinellas,WellCare,WellCare Value (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,035,0," $6,700 ",3.5 stars,
Florida,Pinellas,WellCare,WellCare Advance (HMO),Local HMO *, $-   ,,,,,H1032,037,0," $6,700 ",3.5 stars,
Florida,Pinellas,WellCare,WellCare Essential (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,174,0," $6,700 ",3.5 stars,
Florida,Pinellas,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-052 (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1036,052,0," $3,400 ",4.5 stars,
Florida,Pinellas,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-119 (HMO),Local HMO *, $-   ,,,,,H1036,119,0," $3,400 ",4.5 stars,
Florida,Pinellas,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-141 (HMO),Local HMO, $-   , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1036,141,0," $5,000 ",4.5 stars,
Florida,Pinellas,"Preferred Care Partners, Inc.",Preferred Secure Option (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1045,023,0," $6,700 ",4 stars,
Florida,Pinellas,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1080,004,0," $5,900 ",3.5 stars,
Florida,Pinellas,FLORIDA HEALTHCARE PLUS,Sunrise (HMO),Local HMO, $-   , $-   ,Enhanced,All Generics,EA,H4199,017,0," $3,400 ",Not enough data available ,
Florida,Pinellas,FLORIDA HEALTHCARE PLUS,Day Break (HMO),Local HMO, $-   , $-   ,Enhanced,All Generics,EA,H4199,018,0," $3,400 ",Not enough data available ,
Florida,Pinellas,FLORIDA HEALTHCARE PLUS,Day Light (HMO),Local HMO *, $-   ,,,,,H4199,019,0," $3,400 ",Not enough data available ,
Florida,Pinellas,Aetna Medicare,Aetna Medicare Value Plan (HMO),Local HMO, $37.00 , $310.00 ,Basic,No Gap Coverage,BA,H5414,009,0," $4,900 ",4 stars,
Florida,Pinellas,Aetna Medicare,Aetna Medicare Premier Plan (HMO),Local HMO, $-   , $-   ,Enhanced,Few Generics,EA,H5414,024,0," $5,000 ",4 stars,
Florida,Pinellas,"Freedom Health, Inc.",Freedom Savings Plan (HMO),Local HMO *, $-   ,,,,,H5427,052,0," $3,400 ",4 stars,
Florida,Pinellas,"Freedom Health, Inc.",Freedom Savings Plan Rx (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5427,053,0," $3,400 ",4 stars,
Florida,Pinellas,"Freedom Health, Inc.",Freedom Medicare Plan Rx (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5427,059,0," $3,400 ",4 stars,
Florida,Pinellas,Florida Blue,BlueMedicare PPO (PPO),Local PPO, $127.00 , $-   ,Enhanced,Many Generics,EA,H5434,002,0," $3,200 ",4 stars,
Florida,Pinellas,"Simply Healthcare Plans, Inc.",Simply More (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5471,005,0," $3,400 ",3 stars,
Florida,Pinellas,"Simply Healthcare Plans, Inc.",Simply Extra (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5471,024,0," $3,400 ",3 stars,
Florida,Pinellas,Aetna Medicare,Aetna Medicare Premier Plan (PPO),Local PPO, $35.00 , $310.00 ,Basic,No Gap Coverage,BA,H5521,033,0," $6,700 ",4.5 stars,
Florida,Pinellas,UnitedHealthcare,AARP MedicareComplete Choice (PPO),Local PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5532,001,0," $5,900 ",3 stars,
Florida,Pinellas,"Optimum HealthCare, Inc.",Optimum Gold Rewards Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5594,001,0," $3,400 ",3.5 stars,
Florida,Pinellas,"Optimum HealthCare, Inc.",Optimum Platinum Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5594,002,0," $3,400 ",3.5 stars,
Florida,Pinellas,Physicians United Plan,PUP SIMPLE (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5696,037,0," $4,200 ",3.5 stars,
Florida,Pinellas,Physicians United Plan,PUP PLUS (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5696,038,0," $6,700 ",3.5 stars,
Florida,Pinellas,Coventry Summit Health Plan,Coventry Summit Plus (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5850,027,0," $6,700 ",3.5 stars,
Florida,Pinellas,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS, $103.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0, N/A ,4 stars,
Florida,Pinellas,Amerigroup,Amerivantage Classic+ Rx Plan (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H8991,028,0," $6,700 ",3.5 stars,
Florida,Pinellas,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO, $-   , $30.00 ,Basic,No Gap Coverage,BA,R3332,001,0," $6,700 ",3.5 stars,
Florida,Pinellas,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,R5287,001,0," $6,700 ",3 stars,
Florida,Pinellas,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *, $-   ,,,,,R5287,002,0," $6,700 ",3 stars,
Florida,Pinellas,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO, $92.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0," $5,700 ",3.5 stars,
Florida,Pinellas,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,018,0," $4,000 ",3.5 stars,
Florida,Pinellas,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO, $-   , $150.00 ,Enhanced,"Few Generics, Few Brands",EA,R5826,074,0," $5,900 ",3.5 stars,
Florida,Polk,"CarePlus Health Plans, Inc.",CareOne (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1019,014,0," $5,700 ",4.5 stars,
Florida,Polk,"CarePlus Health Plans, Inc.",CareOne PLUS (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1019,054,0," $3,400 ",4.5 stars,
Florida,Polk,"CarePlus Health Plans, Inc.",CareFree (HMO),Local HMO, $-   , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1019,060,0," $5,000 ",4.5 stars,
Florida,Polk,Florida Blue HMO,BlueMedicare HMO LifeTime (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H1026,040,0," $4,900 ",3.5 stars,
Florida,Polk,Florida Blue HMO,BlueMedicare HMO PrimeTime (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1026,054,0," $3,400 ",3.5 stars,
Florida,Polk,WellCare,WellCare Advance (HMO),Local HMO *, $-   ,,,,,H1032,037,0," $6,700 ",3.5 stars,
Florida,Polk,WellCare,WellCare Value (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,091,0," $6,700 ",3.5 stars,
Florida,Polk,WellCare,WellCare Essential (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,133,0," $6,700 ",3.5 stars,
Florida,Polk,WellCare,WellCare Dividend (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,179,0," $6,700 ",3.5 stars,
Florida,Polk,"Preferred Care Partners, Inc.",Preferred Secure Option (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1045,023,0," $6,700 ",4 stars,
Florida,Polk,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1080,004,0," $5,900 ",3.5 stars,
Florida,Polk,FLORIDA HEALTHCARE PLUS,Sunrise (HMO),Local HMO, $-   , $-   ,Enhanced,All Generics,EA,H4199,017,0," $3,400 ",Not enough data available ,
Florida,Polk,FLORIDA HEALTHCARE PLUS,Day Break (HMO),Local HMO, $-   , $-   ,Enhanced,All Generics,EA,H4199,018,0," $3,400 ",Not enough data available ,
Florida,Polk,FLORIDA HEALTHCARE PLUS,Day Light (HMO),Local HMO *, $-   ,,,,,H4199,019,0," $3,400 ",Not enough data available ,
Florida,Polk,Florida Blue,BlueMedicare PPO (PPO),Local PPO, $127.00 , $-   ,Enhanced,Many Generics,EA,H5434,002,0," $3,200 ",4 stars,
Florida,Polk,"Simply Healthcare Plans, Inc.",Simply More (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5471,021,0," $3,400 ",3 stars,
Florida,Polk,"Simply Healthcare Plans, Inc.",Simply Extra (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5471,022,0," $3,400 ",3 stars,
Florida,Polk,"Optimum HealthCare, Inc.",Optimum Gold Rewards Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5594,018,0," $6,700 ",3.5 stars,
Florida,Polk,"Optimum HealthCare, Inc.",Optimum Platinum Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5594,019,0," $3,400 ",3.5 stars,
Florida,Polk,Physicians United Plan,PUP REWARDS (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5696,002,0," $4,200 ",3.5 stars,
Florida,Polk,Physicians United Plan,PUP PLUS (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5696,030,0," $6,700 ",3.5 stars,
Florida,Polk,Physicians United Plan,PUP SIMPLE (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5696,043,0," $4,300 ",3.5 stars,
Florida,Polk,Coventry Summit Health Plan,Coventry Summit Ideal (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5850,025,0," $3,400 ",3.5 stars,
Florida,Polk,Coventry Summit Health Plan,Coventry Summit Plus (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5850,027,0," $6,700 ",3.5 stars,
Florida,Polk,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS, $103.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0, N/A ,4 stars,
Florida,Polk,Amerigroup,Amerivantage Classic+ Rx Plan (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H8991,028,0," $6,700 ",3.5 stars,
Florida,Polk,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO, $-   , $30.00 ,Basic,No Gap Coverage,BA,R3332,001,0," $6,700 ",3.5 stars,
Florida,Polk,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,R5287,001,0," $6,700 ",3 stars,
Florida,Polk,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *, $-   ,,,,,R5287,002,0," $6,700 ",3 stars,
Florida,Polk,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO, $92.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0," $5,700 ",3.5 stars,
Florida,Polk,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,018,0," $4,000 ",3.5 stars,
Florida,Polk,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO, $-   , $150.00 ,Enhanced,"Few Generics, Few Brands",EA,R5826,074,0," $5,900 ",3.5 stars,
Florida,Putnam,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-068 (HMO),Local HMO, $-   , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1036,068,0," $6,700 ",4.5 stars,
Florida,Putnam,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS, $103.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0, N/A ,4 stars,
Florida,Putnam,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO, $-   , $30.00 ,Basic,No Gap Coverage,BA,R3332,001,0," $6,700 ",3.5 stars,
Florida,Putnam,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,R5287,001,0," $6,700 ",3 stars,
Florida,Putnam,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *, $-   ,,,,,R5287,002,0," $6,700 ",3 stars,
Florida,Putnam,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO, $92.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0," $5,700 ",3.5 stars,
Florida,Putnam,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,018,0," $4,000 ",3.5 stars,
Florida,Putnam,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO, $-   , $150.00 ,Enhanced,"Few Generics, Few Brands",EA,R5826,074,0," $5,900 ",3.5 stars,
Florida,Santa Rosa,WellCare,WellCare Choice (HMO-POS),Local HMO, $54.60 , $-   ,Enhanced,No Gap Coverage,EA,H1032,025,0," $6,700 ",3.5 stars,
Florida,Santa Rosa,WellCare,WellCare Advance (HMO),Local HMO *, $-   ,,,,,H1032,037,0," $6,700 ",3.5 stars,
Florida,Santa Rosa,WellCare,WellCare Value (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,079,0," $6,700 ",3.5 stars,
Florida,Santa Rosa,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-143 (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1036,143,0," $3,400 ",4.5 stars,
Florida,Santa Rosa,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H5410,004,0," $5,500 ",5 stars,
Florida,Santa Rosa,Cigna-HealthSpring,Cigna-HealthSpring Premier (HMO-POS),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5410,018,0," $5,500 ",5 stars,
Florida,Santa Rosa,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS, $103.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0, N/A ,4 stars,
Florida,Santa Rosa,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO, $-   , $30.00 ,Basic,No Gap Coverage,BA,R3332,001,0," $6,700 ",3.5 stars,
Florida,Santa Rosa,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,R5287,001,0," $6,700 ",3 stars,
Florida,Santa Rosa,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *, $-   ,,,,,R5287,002,0," $6,700 ",3 stars,
Florida,Santa Rosa,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO, $92.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0," $5,700 ",3.5 stars,
Florida,Santa Rosa,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,018,0," $4,000 ",3.5 stars,
Florida,Santa Rosa,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO, $-   , $150.00 ,Enhanced,"Few Generics, Few Brands",EA,R5826,074,0," $5,900 ",3.5 stars,
Florida,Sarasota,Florida Blue HMO,BlueMedicare HMO LifeTime (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H1026,040,0," $4,900 ",3.5 stars,
Florida,Sarasota,Florida Blue HMO,BlueMedicare HMO PrimeTime (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1026,054,0," $3,400 ",3.5 stars,
Florida,Sarasota,WellCare,WellCare Advance (HMO),Local HMO *, $-   ,,,,,H1032,037,0," $6,700 ",3.5 stars,
Florida,Sarasota,WellCare,WellCare Essential (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1032,133,0," $6,700 ",3.5 stars,
Florida,Sarasota,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-215 (HMO),Local HMO, $-   , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1036,215,0," $3,400 ",4.5 stars,
Florida,Sarasota,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H1080,004,0," $5,900 ",3.5 stars,
Florida,Sarasota,BeHealthy America Inc,BeHealthy America (HMO),Local HMO, $-   , $-   ,Enhanced,Some Generics,EA,H2758,002,0," $3,400 ",Plan too new to be measured ,
Florida,Sarasota,Aetna Medicare,Aetna Medicare Value Plan (HMO),Local HMO, $37.00 , $310.00 ,Basic,No Gap Coverage,BA,H5414,009,0," $4,900 ",4 stars,
Florida,Sarasota,Aetna Medicare,Aetna Medicare Select Plan (HMO),Local HMO, $-   , $-   ,Enhanced,Few Generics,EA,H5414,023,0," $4,900 ",4 stars,
Florida,Sarasota,"Humana Health Insurance Company of FL, Inc.",HumanaChoice H5415-069 (PPO),Local PPO, $155.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H5415,069,0," $3,400 ",4 stars,
Florida,Sarasota,"Freedom Health, Inc.",Freedom Savings Plan (HMO),Local HMO *, $-   ,,,,,H5427,052,0," $3,400 ",4 stars,
Florida,Sarasota,"Freedom Health, Inc.",Freedom Savings Plan Rx (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5427,054,0," $3,400 ",4 stars,
Florida,Sarasota,"Freedom Health, Inc.",Freedom Medicare Plan Rx (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5427,060,0," $3,400 ",4 stars,
Florida,Sarasota,Florida Blue,BlueMedicare PPO (PPO),Local PPO, $127.00 , $-   ,Enhanced,Many Generics,EA,H5434,002,0," $3,200 ",4 stars,
Florida,Sarasota,Aetna Medicare,Aetna Medicare Premier Plan (PPO),Local PPO, $35.00 , $310.00 ,Basic,No Gap Coverage,BA,H5521,033,0," $6,700 ",4.5 stars,
Florida,Sarasota,"Optimum HealthCare, Inc.",Optimum Gold Rewards Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H5594,018,0," $6,700 ",3.5 stars,
Florida,Sarasota,"Optimum HealthCare, Inc.",Optimum Platinum Plan (HMO-POS),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H5594,019,0," $3,400 ",3.5 stars,
Florida,Sarasota,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS, $103.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0, N/A ,4 stars,
Florida,Sarasota,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO, $-   , $30.00 ,Basic,No Gap Coverage,BA,R3332,001,0," $6,700 ",3.5 stars,
Florida,Sarasota,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO, $-   , $-   ,Enhanced,No Gap Coverage,EA,R5287,001,0," $6,700 ",3 stars,
Florida,Sarasota,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *, $-   ,,,,,R5287,002,0," $6,700 ",3 stars,
Florida,Sarasota,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO, $92.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0," $5,700 ",3.5 stars,
Florida,Sarasota,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,018,0," $4,000 ",3.5 stars,
Florida,Sarasota,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO, $-   , $150.00 ,Enhanced,"Few Generics, Few Brands",EA,R5826,074,0," $5,900 ",3.5 stars,
Florida,Seminole,"CarePlus Health Plans, Inc.",CareOne PLUS (HMO),Local HMO, $-   , $-   ,Enhanced,"Some Generics, Few Brands",EA,H1019,057,0," $3,400 ",4.5 stars,
Florida,Seminole,Florida Blue HMO,BlueMedicare HMO LifeTime (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H1026,040,0," $4,900 ",3.5 stars,
